Wall time,Step,Value
1765371307.696772,23,1.6099213361740112
1765371309.077109,67,1.6906217336654663
1765371309.257687,111,1.5824298858642578
1765371309.5289679,184,1.600224256515503
1765371309.574749,198,1.5722813606262207
1765371309.8189929,249,1.4895399808883667
1765371310.2629828,364,1.767229437828064
1765371310.5771499,442,1.6070207357406616
1765371310.688246,471,1.4587410688400269
1765371310.922049,523,1.505660057067871
1765371311.700674,719,1.5513184070587158
1765371311.7671099,733,1.504275918006897
1765371311.84981,753,1.588835597038269
1765371312.3556092,819,1.5446528196334839
1765371312.627483,824,1.5940266847610474
1765371313.629858,843,1.639367938041687
1765371322.536126,1011,2.2243828773498535
1765371323.230059,1024,2.2184157371520996
1765371330.323982,1090,2.1671016216278076
1765371336.1727538,1194,2.2688634395599365
1765371336.955909,1208,2.1599419116973877
1765371337.0648708,1210,2.165562391281128
1765371338.561974,1235,2.090332269668579
1765371346.753555,1380,2.32731032371521
1765371368.185538,1765,2.35260009765625
1765371377.785797,1913,2.301619052886963
1765371378.3200698,1920,2.284484624862671
1765371380.924669,1965,2.3879570960998535
1765371383.637432,2011,2.603994607925415
1765371384.1145191,2020,2.61765193939209
1765371390.063806,2051,2.665616989135742
1765371400.868937,2219,2.682399034500122
1765371401.8197901,2235,2.5586047172546387
1765371403.0924401,2256,2.356743097305298
1765371403.445367,2261,2.3939404487609863
1765371404.4529128,2276,2.3903582096099854
1765371410.032042,2364,2.693152666091919
1765371415.9773881,2453,2.4437477588653564
1765371416.5847318,2463,2.4269115924835205
1765371421.9062788,2548,2.3811099529266357
1765371426.008937,2612,2.707371473312378
1765371427.9735081,2644,2.709681987762451
1765371433.9297678,2738,2.471421241760254
1765371441.197206,2848,2.5139269828796387
1765371442.146687,2863,2.5707154273986816
1765371443.546905,2886,2.594555377960205
1765371444.105613,2894,2.479994535446167
1765371444.7669828,2903,2.377336263656616
1765371448.852115,2969,2.614844799041748
1765371449.619523,2981,2.622011423110962
1765371449.9046552,2986,2.634719133377075
1765371455.006897,3064,2.4673655033111572
1765371468.799604,3201,2.605886459350586
1765371471.9082181,3249,2.5248146057128906
1765371472.7916968,3264,2.536452293395996
1765371480.7477582,3386,2.5347328186035156
1765371487.2171001,3483,2.4332756996154785
1765371487.473912,3487,2.4196910858154297
1765371500.257623,3693,2.5227608680725098
1765371507.816698,3810,2.5365543365478516
1765371508.409245,3819,2.4862613677978516
1765371511.461371,3866,2.3836841583251953
1765371513.456903,3896,2.5043623447418213
1765371523.620092,4061,2.4272332191467285
1765371540.020375,4244,2.5558502674102783
1765371545.704337,4333,2.527465343475342
1765371545.825116,4335,2.5155792236328125
1765371546.44866,4345,2.4628169536590576
1765371547.495213,4363,2.507688283920288
1765371547.7052958,4366,2.537882089614868
1765371550.613754,4409,2.5465993881225586
1765371552.578542,4436,2.5676918029785156
1765371557.8584042,4515,2.5489838123321533
1765371562.182961,4580,2.60088849067688
1765371566.902988,4655,2.484318494796753
1765371566.976867,4656,2.4517385959625244
1765371577.834359,4830,2.4651732444763184
1765371585.119307,4936,2.7807793617248535
1765371590.874968,5024,2.6610195636749268
1765371592.918217,5058,2.890766143798828
1765371593.74754,5071,2.7962417602539062
1765371596.012022,5105,2.6902670860290527
1765371610.8035069,5257,2.611710548400879
1765371621.658859,5422,2.574368715286255
1765371623.3714728,5449,2.787069320678711
1765371623.709158,5454,2.7956573963165283
1765371627.2345479,5508,2.824429512023926
1765371632.088724,5580,2.5991063117980957
1765371635.5218902,5631,2.500422716140747
1765371643.759101,5752,2.42596697807312
1765371651.479599,5865,3.1510772705078125
1765371652.653761,5881,3.2995223999023438
1765371660.3932889,5996,2.707306146621704
1765371664.346878,6052,2.45334792137146
1765371668.616096,6117,2.4752607345581055
1765371685.7883,6303,2.6594583988189697
1765371686.496665,6313,2.5186734199523926
1765371694.908057,6431,2.8053207397460938
1765371695.8421261,6445,2.738994836807251
1765371699.161793,6497,2.551266670227051
1765371714.526284,6726,2.458650588989258
1765371718.2639182,6775,2.6326026916503906
1765371718.3557491,6776,2.5864760875701904
1765371723.385216,6835,2.6496341228485107
1765371723.896982,6841,2.6241283416748047
1765371725.091151,6859,2.7362780570983887
1765371726.1703072,6875,2.5929453372955322
1765371731.978691,6961,2.6652114391326904
1765371732.323765,6965,2.68900203704834
1765371739.191222,7060,2.6325109004974365
1765371742.3150349,7108,2.8125813007354736
1765371744.669339,7145,2.617393970489502
1765371757.695937,7265,2.579449415206909
1765371762.877046,7339,2.660118341445923
1765371768.7186089,7415,2.17317795753479
1765371776.7357051,7533,2.5989651679992676
1765371777.669091,7547,2.599886178970337
1765371779.747478,7578,2.5925943851470947
1765371789.09517,7685,2.7282276153564453
1765371790.3667781,7702,2.817056894302368
1765371803.012532,7878,2.7538256645202637
1765371803.556399,7886,2.79001522064209
1765371805.5464141,7917,2.7314271926879883
1765371808.502698,7957,2.800029754638672
1765371816.3425431,8064,2.5302894115448
1765371820.222135,8121,2.5703985691070557
1765371820.28339,8122,2.5364859104156494
1765371835.31241,8277,2.837232828140259
1765371842.204963,8371,2.5384786128997803
1765371842.6497831,8378,2.524146318435669
1765371847.497942,8441,2.4932544231414795
1765371851.711437,8507,2.6159889698028564
1765371859.308646,8618,2.45116925239563
1765371861.882856,8653,2.256830930709839
1765371866.434315,8722,2.336747169494629
1765371871.75373,8804,2.4872453212738037
1765371873.049273,8823,2.5607314109802246
1765371873.955503,8837,2.5330092906951904
1765371876.3359098,8873,2.6272382736206055
1765371878.548536,8904,2.728391170501709
1765371882.107208,8957,2.7306838035583496
1765371884.203896,8989,2.666159152984619
1765371887.428206,9039,2.611269474029541
1765371898.5039968,9206,2.583308458328247
1765371906.2746902,9261,2.666430950164795
1765371908.987679,9299,2.6179516315460205
1765371910.77566,9325,2.8089888095855713
1765371915.548681,9395,2.935379981994629
1765371916.06423,9402,2.867650032043457
1765371916.26008,9405,2.865915536880493
1765371917.282807,9418,2.6873860359191895
1765371925.580601,9537,2.3909752368927
1765371935.21259,9675,2.5451912879943848
1765371939.6003358,9709,2.6193230152130127
1765371940.739053,9726,2.727032423019409
1765371944.835766,9781,2.695889949798584
1765371952.2742,9877,2.6153924465179443
1765371962.0529559,9992,2.47194242477417
1765371972.122068,10118,2.5897459983825684
1765371975.801368,10164,2.610062837600708
1765371978.986134,10208,2.4056317806243896
1765371979.609954,10218,2.496746778488159
1765371988.3476899,10264,2.314038038253784
1765371996.051012,10376,2.657053232192993
1765372005.9423392,10523,2.6119890213012695
1765372006.818153,10536,2.6059820652008057
1765372011.302506,10600,2.449336051940918
1765372013.109826,10626,2.5267539024353027
1765372013.580671,10634,2.511312961578369
1765372026.029366,10818,2.6562392711639404
1765372026.9155252,10831,2.5209779739379883
1765372029.253791,10865,2.586226224899292
1765372034.673692,10944,2.741997480392456
1765372035.207414,10951,2.672430992126465
1765372035.715155,10959,2.8223679065704346
1765372036.017923,10964,2.7696523666381836
1765372037.721717,10989,2.499911308288574
1765372041.69311,11051,2.319089412689209
1765372042.0596402,11057,2.2850213050842285
1765372051.222661,11191,2.7150046825408936
1765372051.674625,11197,2.6439661979675293
1765372065.949406,11337,2.6621429920196533
1765372068.031563,11368,2.639650583267212
1765372071.5155368,11419,2.7665786743164062
1765372082.2100291,11564,2.5331339836120605
1765372086.469516,11627,2.523543119430542
1765372093.491969,11736,2.4886651039123535
1765372095.33283,11763,2.572188377380371
1765372098.089903,11803,2.4919605255126953
1765372099.001861,11817,2.469754934310913
1765372102.6978822,11871,2.469545364379883
1765372112.647402,12023,2.633554697036743
1765372115.340845,12063,2.8582630157470703
1765372120.8976052,12149,2.7103755474090576
1765372122.832021,12180,2.6787898540496826
1765372126.007835,12228,2.7950167655944824
1765372142.1401532,12410,2.400880813598633
1765372148.985257,12511,2.7608723640441895
1765372154.664811,12589,2.501696825027466
1765372154.968541,12593,2.49469256401062
1765372163.5824609,12711,2.767610788345337
1765372165.457789,12735,3.0216879844665527
1765372167.2273228,12762,3.0279030799865723
1765372170.141839,12805,2.84574818611145
1765372180.475022,12956,2.662517786026001
1765372182.2448242,12982,2.6039493083953857
1765372186.251435,13023,2.4953298568725586
1765372187.12313,13033,2.548456907272339
1765372190.5176141,13077,2.504329204559326
1765372195.721897,13147,2.7365500926971436
1765372200.0279338,13203,2.799090623855591
1765372203.09054,13237,2.752884864807129
1765372214.86833,13332,2.544854164123535
1765372236.0687401,13628,2.807962656021118
1765372236.953734,13641,2.64433217048645
1765372239.5229561,13678,2.5218095779418945
1765372240.7842402,13695,2.4036340713500977
1765372241.8609002,13710,2.4466142654418945
1765372246.07268,13766,2.6640021800994873
1765372253.473165,13862,2.426673412322998
1765372254.296044,13874,2.541442394256592
1765372257.598834,13920,2.696737289428711
1765372258.822749,13937,2.814253807067871
1765372262.938497,13997,2.9659979343414307
1765372264.60131,14021,2.952697992324829
1765372266.7414641,14049,2.6934680938720703
1765372268.66687,14078,2.51389217376709
1765372277.835031,14199,2.4074389934539795
1765372281.303672,14246,2.5844788551330566
1765372294.585932,14365,2.474583625793457
1765372297.4570749,14400,2.5550546646118164
1765372299.178815,14422,2.69268536567688
1765372299.459302,14426,2.6621434688568115
1765372303.895736,14484,2.766371726989746
1765372310.288459,14566,2.7244772911071777
1765372314.7028842,14621,2.6530027389526367
1765372315.906108,14636,2.5725157260894775
