Wall time,Step,Value
1765371307.743295,23,2.1494791507720947
1765371308.946871,67,1.9437311887741089
1765371309.1103601,111,1.884499192237854
1765371309.378711,184,1.983603835105896
1765371309.435765,198,1.8961780071258545
1765371309.6310358,249,1.7885444164276123
1765371310.107029,364,1.9915869235992432
1765371310.4018612,442,2.0662083625793457
1765371310.5063412,471,2.2008421421051025
1765371310.7059531,523,2.0567290782928467
1765371311.468905,719,1.976302146911621
1765371311.526458,733,2.0295825004577637
1765371311.623441,753,2.0408880710601807
1765371311.916488,819,2.038991928100586
1765371311.9380329,824,2.0914275646209717
1765371312.050714,843,2.0631933212280273
1765371321.1125839,1011,2.1306610107421875
1765371321.733991,1024,2.094953775405884
1765371329.237138,1090,2.198831796646118
1765371335.362334,1194,2.011099100112915
1765371336.097387,1208,2.100192070007324
1765371336.199639,1210,2.066267251968384
1765371337.699829,1235,2.189190626144409
1765371346.136526,1380,2.4461450576782227
1765371368.596215,1765,2.2719790935516357
1765371378.6193862,1913,2.6501028537750244
1765371379.051779,1920,2.619493007659912
1765371381.680956,1965,2.578235387802124
1765371384.5099719,2011,2.48752760887146
1765371385.09362,2020,2.5091590881347656
1765371391.218231,2051,2.639657974243164
1765371402.114951,2219,2.3118836879730225
1765371403.136031,2235,2.3533568382263184
1765371404.623264,2256,2.3681693077087402
1765371405.033726,2261,2.326658248901367
1765371406.057431,2276,2.3731319904327393
1765371411.827608,2364,2.338918685913086
1765371417.746776,2453,2.306581974029541
1765371418.3867662,2463,2.3330111503601074
1765371423.719126,2548,2.500131368637085
1765371427.882376,2612,2.401743173599243
1765371430.0885508,2644,2.3500289916992188
1765371436.0364008,2738,2.6753122806549072
1765371443.147847,2848,2.428279399871826
1765371444.176182,2863,2.4714651107788086
1765371445.671499,2886,2.42756986618042
1765371446.117835,2894,2.46649432182312
1765371446.682425,2903,2.4688704013824463
1765371451.016304,2969,2.412046432495117
1765371451.785443,2981,2.507300615310669
1765371452.158984,2986,2.5496671199798584
1765371457.3785548,3064,2.4950056076049805
1765371470.9915671,3201,2.3323967456817627
1765371474.147189,3249,2.5368146896362305
1765371475.13237,3264,2.4807136058807373
1765371483.4041321,3386,2.2272253036499023
1765371489.9459252,3483,2.4091429710388184
1765371490.2455292,3487,2.3677196502685547
1765371503.5409029,3693,2.414259433746338
1765371511.5088341,3810,2.4849560260772705
1765371512.163145,3819,2.4634387493133545
1765371515.185205,3866,2.5518980026245117
1765371517.044221,3896,2.587005853652954
1765371527.985012,4061,2.767827272415161
1765371544.2290392,4244,2.344550132751465
1765371549.854176,4333,2.2537877559661865
1765371550.02491,4335,2.2888190746307373
1765371550.639657,4345,2.3282272815704346
