arm,sampler,replay,step_density,regime,c,gamma,N,seed,price,ci95,std,bangbang,cpu_train,t_total,wall_s
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,14,2.651227,0.021385,2.793194,0.664407,51.2764,59.2013,59.219056129455566
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,15,2.651761,0.021426,2.798455,0.771502,51.8129,59.0301,59.048277139663696
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,16,2.654417,0.021331,2.786104,0.534016,51.7779,59.195,59.21377611160278
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,17,2.66169,0.021368,2.790978,0.578444,52.2784,60.0108,60.04308605194092
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,18,2.657277,0.021366,2.790649,0.55512,52.1544,59.6191,59.63939809799194
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,19,2.668518,0.021301,2.782139,0.530488,53.0495,61.2351,61.25494384765625
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,20,2.648632,0.021291,2.780914,0.527388,52.934,60.9235,60.94039726257324
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,21,2.659681,0.021446,2.801082,0.705823,53.2324,61.2284,61.24712514877319
A0,mc,uniform,1.0,nocost,0.0,1.0,4096,22,2.658789,0.02156,2.816046,0.619433,53.3178,61.4341,61.45453715324402
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,11,2.618731,0.020682,2.701289,0.478234,48.195,56.6531,56.67382502555847
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,12,2.625522,0.021084,2.75383,0.527894,48.4059,56.9456,56.96677207946777
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,13,2.629941,0.020849,2.723119,0.457961,48.6661,57.0323,57.053470849990845
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,14,2.62857,0.021514,2.809943,0.5169,48.5983,57.2061,57.22298789024353
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,15,2.178944,0.015513,2.026231,1.0,44.4365,52.3028,52.32541799545288
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,16,2.640855,0.021021,2.74557,0.675048,48.3688,56.4814,56.49911117553711
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,17,2.633252,0.021567,2.816869,0.586405,48.636,57.1405,57.1611111164093
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,18,2.621552,0.022005,2.874157,0.513087,49.0511,57.0436,57.06425714492798
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,19,2.651162,0.021414,2.796899,0.546322,48.8784,57.2692,57.28764629364014
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,20,2.630836,0.021819,2.849769,0.499268,48.6934,56.8486,56.86491394042969
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,21,2.632597,0.021823,2.850352,0.453196,49.3646,58.0292,58.05016899108887
A1,arqmc,uniform,1.0,nocost,0.0,1.0,4096,22,2.630723,0.021803,2.847723,0.533899,49.0836,57.3255,57.345609188079834
A2,mc,time,2.0,nocost,0.0,1.0,4096,11,2.662717,0.021218,2.771393,0.529617,58.6886,69.5163,69.53826785087585
A2,mc,time,2.0,nocost,0.0,1.0,4096,12,2.647807,0.021141,2.761252,0.51986,58.6958,68.9696,68.9955940246582
A2,mc,time,2.0,nocost,0.0,1.0,4096,13,2.663857,0.021508,2.809232,0.638199,58.6315,69.111,69.12887215614319
A2,mc,time,2.0,nocost,0.0,1.0,4096,14,2.651789,0.02126,2.776849,0.612955,58.5631,68.5261,68.5445728302002
A2,mc,time,2.0,nocost,0.0,1.0,4096,15,2.650389,0.021282,2.779638,0.51679,57.6075,67.3975,67.41721510887146
A2,mc,time,2.0,nocost,0.0,1.0,4096,16,2.656741,0.021459,2.802782,0.515769,58.5859,68.3617,68.38300395011902
A2,mc,time,2.0,nocost,0.0,1.0,4096,17,2.660938,0.021394,2.79429,0.534678,58.5744,68.5435,68.56198382377625
A2,mc,time,2.0,nocost,0.0,1.0,4096,18,2.657232,0.021432,2.799335,0.521667,58.7884,68.9202,68.94617319107056
A2,mc,time,2.0,nocost,0.0,1.0,4096,19,2.669495,0.021336,2.786705,0.64573,58.3991,68.4822,68.50432896614075
A2,mc,time,2.0,nocost,0.0,1.0,4096,20,2.650376,0.021156,2.763252,0.546303,58.6029,68.993,69.01379585266113
A2,mc,time,2.0,nocost,0.0,1.0,4096,21,2.660584,0.021474,2.804722,0.736358,58.5071,68.533,68.55527782440186
A2,mc,time,2.0,nocost,0.0,1.0,4096,22,2.657392,0.021512,2.809772,0.531288,58.2701,67.9606,68.00064420700073
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,11,2.661294,0.021301,2.782127,0.593907,59.3816,69.5331,69.55086898803711
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,12,2.646689,0.021006,2.743595,0.52169,59.2437,69.7629,69.78288888931274
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,13,2.663383,0.02145,2.80162,0.683202,59.0677,68.854,68.87389898300171
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,14,2.648103,0.02131,2.78341,0.517557,59.5305,69.5002,69.51936602592468
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,15,2.650417,0.021251,2.775628,0.601157,58.8089,69.031,69.05309104919434
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,16,2.655399,0.021318,2.784417,0.514735,59.6076,70.6734,70.69608306884766
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,17,2.660483,0.02132,2.784653,0.525333,59.4635,70.1553,70.17796111106873
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,18,2.655978,0.02145,2.80157,0.557308,59.1895,69.4261,69.44713401794434
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,19,2.66652,0.021427,2.798568,0.512117,59.3245,70.1665,70.18932914733887
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,20,2.648038,0.021183,2.766797,0.53268,58.8805,69.2441,69.26477479934692
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,21,2.65938,0.021399,2.794954,0.688916,59.4662,70.7415,70.76161098480225
A4,mc,coverage,1.0,nocost,0.0,1.0,4096,22,2.655819,0.02139,2.793731,0.513709,59.4801,70.3429,70.36371421813965
